Jugador,Nacionalidad,Posicion,Edad,Dia_partido,Goles,Tiros Totales,xG,npxG,xAG,xAG,Acciones_que_crean_tiros,Pases_intentados,Pases_intentados,Pases_intentados,Pases_progresivos,Pases_progresivos,Regates_exitosos,Regates_exitosos,Pases_medios_completados,Pases_largos_completados,xAG,xAG,xA,Pases_en_ultimo_tercio,Pases_balon_vivo,Pases_balon_muerto,Pases_al_hueco,Pases_centros,Pases_completados,Pases_completados,Pases_completados,Pases_fuera_de_juego,Valla_no_vencida,Errores_defnsivos_ocasion_tiro,Toques_en_zona_ofensiva,Toques_en_area_rival,%_de_regates_exitosos,Veces_que_fue_barrido_regate,Acarreos_ultimo_tercio,Malos_controles,Perdida_balon,Pases_recibidos,Pases_progresivos_recibidos,Faltas_cometidas,Centros,Duelos_aereos_ganados,%_de_duelos_aereos_ganados,market_value,contract_date
Matteo Darmian,it ITA,WB,35-139,"Sunday April 20, 2025",0,0,0.0,0.0,0.0,0.0,2,24,24,24,2,2,0,0,8,1,0.0,0.0,0.0,1,19,5,0,2,19,19,19,0,4,0,6,1,,0,1,1,0,18,6,2,2,0,0.0,€2.50m,30.06.2026
Yann Aurel Bisseck,de GER,WB,24-142,"Sunday April 20, 2025",0,0,0.0,0.0,0.0,0.0,0,1,1,1,1,1,0,0,0,0,0.0,0.0,0.0,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,,€35.00m,30.06.2029
Alessandro Bastoni,it ITA,CB,26-007,"Sunday April 20, 2025",0,1,0.1,0.1,0.0,0.0,0,34,34,34,2,2,0,0,10,3,0.0,0.0,0.0,0,23,9,0,0,26,26,26,2,1,0,6,2,,0,0,0,0,19,0,4,0,4,100.0,€80.00m,30.06.2028
Alessandro Bastoni,it ITA,CB,26-007,"Sunday April 20, 2025",0,1,0.1,0.1,0.0,0.0,0,34,34,34,2,2,0,0,10,3,0.0,0.0,0.0,0,23,9,0,0,26,26,26,2,1,0,6,2,,0,0,0,0,19,0,4,0,4,100.0,€300k,-
Federico Dimarco,it ITA,WB,27-161,"Sunday April 20, 2025",0,0,0.0,0.0,0.1,0.1,1,10,10,10,0,0,0,0,2,2,0.1,0.1,0.0,0,7,3,0,2,5,5,5,0,0,0,8,0,,0,0,0,0,6,1,1,2,0,0.0,€50.00m,30.06.2027
Francesco Acerbi,it ITA,CB,37-069,"Sunday April 20, 2025",0,0,0.0,0.0,0.0,0.0,0,31,31,31,0,0,0,0,17,0,0.0,0.0,0.0,0,31,0,0,0,25,25,25,0,8,0,1,0,,0,0,0,1,26,0,1,0,6,85.7,€3.00m,30.06.2026
Benjamin Pavard,fr FRA,CB,29-023,"Sunday April 20, 2025",0,0,0.0,0.0,0.0,0.0,0,41,41,41,2,2,0,0,25,1,0.0,0.0,0.0,0,40,1,0,0,37,37,37,0,10,0,3,0,,0,0,0,1,34,0,0,0,3,75.0,€25.00m,30.06.2028
Yann Sommer,ch SUI,GK,36-124,"Sunday April 20, 2025",0,0,0.0,0.0,0.0,0.0,1,62,62,62,0,0,0,0,16,10,0.0,0.0,0.0,1,52,9,0,0,41,41,41,1,1,0,0,0,,0,0,0,0,43,0,0,0,0,,€4.00m,30.06.2026
Luka Jovic,rs SRB,FW,27-118,"Sunday April 20, 2025",0,1,0.2,0.2,0.0,0.0,1,21,21,21,3,3,1,1,6,5,0.0,0.0,0.0,0,19,2,0,0,18,18,18,0,0,0,7,1,100.0,0,0,2,0,20,3,0,0,0,,,
Tammy Abraham,eng ENG,FW,27-200,"Sunday April 20, 2025",0,0,0.0,0.0,0.0,0.0,1,2,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0,2,0,1,0,1,1,1,0,0,0,2,0,,0,0,0,1,3,0,0,0,0,,,
Rafael Leao,pt POR,LW,25-314,"Sunday April 20, 2025",0,2,0.1,0.1,0.0,0.0,0,21,21,21,1,1,1,1,3,1,0.0,0.0,0.0,1,20,0,1,0,11,11,11,1,0,0,13,2,50.0,1,1,4,1,27,4,1,0,1,33.3,€70.00m,30.06.2028
Samuel Chukwueze,ng NGA,RM,25-333,"Sunday April 20, 2025",0,0,0.0,0.0,0.0,0.0,1,7,7,7,1,1,0,0,2,0,0.0,0.0,0.0,0,6,1,1,0,6,6,6,0,1,0,6,0,0.0,1,1,0,1,6,1,0,0,0,0.0,€10.00m,30.06.2028
Christian Pulisic,us USA,RW,26-214,"Sunday April 20, 2025",0,0,0.0,0.0,0.0,0.0,1,27,27,27,0,0,2,2,6,0,0.0,0.0,0.0,1,24,3,0,4,15,15,15,0,1,0,13,1,66.7,1,2,2,1,25,6,1,4,0,0.0,€50.00m,30.06.2027
Riccardo Sottil,it ITA,"RB,RW",25-321,"Sunday April 20, 2025",0,0,0.0,0.0,0.0,0.0,0,8,8,8,2,2,0,0,0,1,0.0,0.0,0.0,1,7,1,0,0,6,6,6,0,0,0,2,1,0.0,1,0,0,0,4,0,0,0,0,,€5.00m,30.06.2026
Theo Hernandez,fr FRA,"LM,LB",27-196,"Sunday April 20, 2025",0,0,0.0,0.0,0.0,0.0,4,58,58,58,2,2,0,0,18,2,0.0,0.0,0.0,3,48,10,0,7,49,49,49,0,2,0,23,0,0.0,0,3,1,0,43,4,0,7,3,75.0,,
Tijjani Reijnders,nl NED,"CM,DM",26-265,"Sunday April 20, 2025",0,5,0.2,0.2,0.0,0.0,5,47,47,47,5,5,1,1,21,0,0.0,0.0,0.1,2,46,0,1,1,39,39,39,1,1,0,18,2,50.0,1,1,2,1,47,4,1,1,0,0.0,€60.00m,30.06.2030
Youssouf Fofana,fr FRA,"CM,DM",26-100,"Sunday April 20, 2025",0,2,0.0,0.0,0.1,0.1,4,63,63,63,8,8,1,1,26,6,0.1,0.1,0.3,6,63,0,3,0,53,53,53,0,1,1,10,1,50.0,1,3,2,0,51,1,2,0,0,0.0,€30.00m,30.06.2028
Alejandro Jimenez,es ESP,RM,19-347,"Sunday April 20, 2025",0,0,0.0,0.0,0.2,0.2,2,25,25,25,3,3,1,1,9,1,0.2,0.2,0.2,0,22,3,1,2,23,23,23,0,0,0,8,1,33.3,2,3,1,0,18,3,0,2,0,,€15.00m,30.06.2028
Joao Felix,pt POR,"LM,AM",25-161,"Sunday April 20, 2025",0,2,0.1,0.1,0.0,0.0,2,16,16,16,1,1,0,0,5,0,0.0,0.0,0.0,1,16,0,0,1,12,12,12,0,0,0,11,0,,0,2,0,1,17,3,1,1,0,,,
Strahinja Pavlovic,rs SRB,CB,23-331,"Sunday April 20, 2025",0,0,0.0,0.0,0.0,0.0,1,64,64,64,2,2,0,0,29,6,0.0,0.0,0.0,4,61,3,0,1,55,55,55,0,3,0,6,1,,0,1,2,0,54,3,0,1,5,100.0,€18.00m,30.06.2028
Matteo Gabbia,it ITA,CB,25-181,"Sunday April 20, 2025",0,0,0.0,0.0,0.0,0.0,0,49,49,49,0,0,0,0,36,4,0.0,0.0,0.0,2,48,1,0,0,45,45,45,0,6,0,1,0,,0,0,0,0,38,0,1,0,0,,€14.00m,30.06.2029
Fikayo Tomori,eng ENG,"CB,RB",27-122,"Sunday April 20, 2025",0,0,0.0,0.0,0.0,0.0,1,56,56,56,6,6,0,0,34,3,0.0,0.0,0.0,4,51,5,1,0,52,52,52,0,4,0,6,1,,0,1,2,0,40,1,1,0,1,25.0,€20.00m,30.06.2027
Santiago Gimenez,mx MEX,FW,24-002,"Sunday April 20, 2025",0,0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,1,1,1,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,,€30.00m,30.06.2029
Mike Maignan,fr FRA,GK,29-291,"Sunday April 20, 2025",0,0,0.0,0.0,0.0,0.0,0,58,58,58,0,0,0,0,38,9,0.0,0.0,0.0,1,49,9,0,0,54,54,54,0,0,0,0,0,,0,0,0,0,37,0,0,0,0,,€25.00m,30.06.2026
Mateo Retegui,it ITA,FW,25-356,"Sunday April 20, 2025",0,4,1.2,1.2,0.1,0.1,1,17,17,17,1,1,0,0,4,1,0.1,0.1,0.0,0,16,1,0,0,15,15,15,0,0,0,20,7,,0,0,4,1,25,9,1,0,0,0.0,,
Ibrahim Sulemana,gh GHA,AM,21-333,"Sunday April 20, 2025",0,0,0.0,0.0,0.0,0.0,0,2,2,2,0,0,0,0,1,0,0.0,0.0,0.0,0,2,0,0,0,1,1,1,0,0,0,0,0,,0,0,0,0,2,0,0,0,1,100.0,€10.00m,30.06.2026
Ibrahim Sulemana,gh GHA,AM,21-333,"Sunday April 20, 2025",0,0,0.0,0.0,0.0,0.0,0,2,2,2,0,0,0,0,1,0,0.0,0.0,0.0,0,2,0,0,0,1,1,1,0,0,0,0,0,,0,0,0,0,2,0,0,0,1,100.0,€7.00m,30.06.2028
Ademola Lookman,ng NGA,"AM,FW",27-182,"Sunday April 20, 2025",0,4,0.2,0.2,0.9,0.9,5,36,36,36,3,3,0,0,5,0,0.9,0.9,0.7,0,33,2,0,5,28,28,28,1,2,0,35,7,0.0,1,6,5,3,40,14,0,5,2,100.0,€60.00m,30.06.2027
Mario Pasalic,hr CRO,AM,30-070,"Sunday April 20, 2025",0,0,0.0,0.0,0.1,0.1,2,50,50,50,8,8,0,0,18,2,0.1,0.1,0.1,5,49,1,0,2,42,42,42,0,0,0,19,1,,0,5,1,1,47,4,0,2,0,,€10.00m,30.06.2028
Charles De Ketelaere,be BEL,AM,24-041,"Sunday April 20, 2025",0,0,0.0,0.0,0.0,0.0,1,7,7,7,2,2,2,2,1,1,0.0,0.0,0.0,3,7,0,0,0,6,6,6,0,0,0,5,0,40.0,3,1,2,2,16,1,1,0,0,0.0,€35.00m,30.06.2028
Ederson,br BRA,CM,25-287,"Sunday April 20, 2025",1,2,0.4,0.4,0.2,0.2,2,60,60,60,4,4,3,3,25,5,0.2,0.2,0.0,5,60,0,0,0,50,50,50,0,0,0,16,2,75.0,1,0,0,2,53,1,1,0,3,100.0,€20.00m,30.06.2026
Ederson,br BRA,CM,25-287,"Sunday April 20, 2025",1,2,0.4,0.4,0.2,0.2,2,60,60,60,4,4,3,3,25,5,0.2,0.2,0.0,5,60,0,0,0,50,50,50,0,0,0,16,2,75.0,1,0,0,2,53,1,1,0,3,100.0,€50.00m,30.06.2027
Marten de Roon,nl NED,CM,34-022,"Sunday April 20, 2025",0,0,0.0,0.0,0.2,0.2,4,73,73,73,2,2,0,0,27,6,0.2,0.2,0.1,9,68,5,0,1,62,62,62,0,4,0,15,1,,0,1,1,0,52,0,0,1,1,50.0,€5.00m,30.06.2026
Davide Zappacosta,it ITA,WB,32-313,"Sunday April 20, 2025",0,0,0.0,0.0,0.0,0.0,0,30,30,30,4,4,2,2,15,0,0.0,0.0,0.0,1,25,5,0,0,29,29,29,0,2,0,14,0,100.0,0,2,1,0,24,2,1,0,0,,€5.00m,30.06.2026
Odilon Kossounou,ci CIV,CB,24-106,"Sunday April 20, 2025",0,0,0.0,0.0,0.0,0.0,0,13,13,13,1,1,0,0,8,1,0.0,0.0,0.0,1,13,0,0,0,12,12,12,0,0,0,0,0,,0,0,0,0,9,1,0,0,0,,€25.00m,30.06.2029
Juan Cuadrado,co COL,WB,36-329,"Sunday April 20, 2025",0,0,0.0,0.0,0.0,0.0,2,44,44,44,4,4,0,0,14,2,0.0,0.0,0.0,3,39,5,1,5,35,35,35,0,1,0,26,1,,0,4,0,0,38,5,2,5,1,50.0,€1.00m,30.06.2026
Matteo Ruggeri,it ITA,WB,22-283,"Sunday April 20, 2025",0,0,0.0,0.0,0.1,0.1,1,19,19,19,4,4,0,0,7,1,0.1,0.1,0.0,0,15,4,0,1,17,17,17,0,0,0,7,0,,0,2,0,0,13,1,0,1,0,0.0,€16.00m,30.06.2030
Berat Djimsiti,al ALB,CB,32-060,"Sunday April 20, 2025",0,0,0.0,0.0,0.0,0.0,0,51,51,51,3,3,0,0,14,0,0.0,0.0,0.0,6,50,1,0,0,45,45,45,0,2,0,12,0,,0,2,0,0,41,2,0,0,2,100.0,€6.00m,30.06.2026
Rafael Toloi,it ITA,CB,34-192,"Sunday April 20, 2025",0,1,0.0,0.0,0.0,0.0,0,20,20,20,2,2,1,1,11,0,0.0,0.0,0.0,0,20,0,0,0,17,17,17,0,0,0,3,1,100.0,0,0,1,0,17,0,1,0,0,,,
Isak Hien,se SWE,CB,26-097,"Sunday April 20, 2025",0,0,0.0,0.0,0.0,0.0,0,55,55,55,3,3,0,0,32,8,0.0,0.0,0.0,2,54,1,0,0,54,54,54,0,2,0,0,0,0.0,1,0,1,0,49,0,0,0,0,0.0,€30.00m,30.06.2028
Raoul Bellanova,it ITA,"CB,WB",24-338,"Sunday April 20, 2025",0,0,0.0,0.0,0.4,0.4,2,53,53,53,2,2,0,0,16,4,0.4,0.4,0.3,2,51,2,0,3,47,47,47,0,5,0,12,1,0.0,1,4,0,0,45,2,0,3,2,66.7,€24.00m,30.06.2029
Marco Carnesecchi,it ITA,GK,24-293,"Sunday April 20, 2025",0,0,0.0,0.0,0.0,0.0,0,37,37,37,0,0,0,0,17,10,0.0,0.0,0.0,0,26,11,0,0,30,30,30,0,1,0,0,0,,0,0,0,0,18,0,0,0,0,,€25.00m,30.06.2028
Roberto Piccoli,it ITA,FW,24-086,"Wednesday April 23, 2025",1,3,0.1,0.1,0.0,0.0,3,10,10,10,0,0,1,1,3,0,0.0,0.0,0.0,0,7,3,0,1,6,6,6,0,0,0,13,4,33.3,1,0,6,0,15,4,3,1,2,50.0,€12.00m,30.06.2029
Nicolas Viola,it ITA,FW,35-193,"Wednesday April 23, 2025",0,0,0.0,0.0,0.0,0.0,2,13,13,13,0,0,0,0,2,2,0.0,0.0,0.0,0,9,4,0,7,7,7,7,0,1,0,13,2,0.0,1,1,4,1,10,1,2,7,0,0.0,,
Gianluca Gaetano,it ITA,FW,24-353,"Wednesday April 23, 2025",0,2,0.0,0.0,0.0,0.0,0,13,13,13,1,1,0,0,5,0,0.0,0.0,0.0,1,13,0,0,0,10,10,10,0,0,0,7,1,,0,1,2,0,15,2,1,0,0,0.0,€4.00m,30.06.2029
Zito Luvumbo,ao ANG,CM,23-045,"Wednesday April 23, 2025",0,0,0.0,0.0,0.0,0.0,1,18,18,18,2,2,1,1,5,1,0.0,0.0,0.0,0,17,1,0,4,11,11,11,0,0,0,18,3,50.0,1,2,7,1,21,11,0,4,0,,€5.00m,30.06.2028
Matteo Prati,it ITA,CM,21-116,"Wednesday April 23, 2025",0,0,0.0,0.0,0.0,0.0,0,23,23,23,4,4,0,0,9,1,0.0,0.0,0.0,2,21,2,0,0,14,14,14,0,1,0,4,1,0.0,1,0,0,0,14,1,1,0,0,0.0,€6.00m,30.06.2028
Matteo Prati,it ITA,CM,21-116,"Wednesday April 23, 2025",0,0,0.0,0.0,0.0,0.0,0,23,23,23,4,4,0,0,9,1,0.0,0.0,0.0,2,21,2,0,0,14,14,14,0,1,0,4,1,0.0,1,0,0,0,14,1,1,0,0,0.0,€7.00m,30.06.2026
Antoine Makoumbou,cg CGO,CM,26-279,"Wednesday April 23, 2025",0,0,0.0,0.0,0.0,0.0,1,17,17,17,3,3,0,0,9,1,0.0,0.0,0.0,2,16,1,0,0,16,16,16,0,0,0,3,0,,0,0,1,0,13,0,0,0,0,,,
Michel Ndary Adopo,fr FRA,CM,24-278,"Wednesday April 23, 2025",0,1,0.0,0.0,0.0,0.0,0,16,16,16,1,1,1,1,3,3,0.0,0.0,0.0,1,16,0,0,0,12,12,12,0,0,0,2,2,100.0,0,0,2,0,14,1,1,0,0,,€4.00m,30.06.2029
Razvan Marin,ro ROU,CM,28-335,"Wednesday April 23, 2025",0,1,0.1,0.1,0.0,0.0,1,23,23,23,2,2,0,0,10,3,0.0,0.0,0.0,1,20,3,0,3,16,16,16,0,0,0,9,1,,0,1,1,0,13,0,1,3,0,,,
Tommaso Augello,it ITA,WB,30-236,"Wednesday April 23, 2025",0,0,0.0,0.0,0.0,0.0,2,65,65,65,8,8,0,0,22,6,0.0,0.0,0.0,7,52,13,0,4,51,51,51,0,2,1,14,0,0.0,1,1,1,1,41,1,1,4,1,100.0,,
Nadir Zortea,it ITA,WB,25-308,"Wednesday April 23, 2025",0,1,0.0,0.0,0.0,0.0,3,21,21,21,1,1,3,3,7,2,0.0,0.0,0.1,2,20,1,0,5,15,15,15,0,0,0,14,2,50.0,3,0,2,0,16,5,1,5,0,0.0,€5.00m,30.06.2029
Florinel Coman,ro ROU,WB,27-013,"Wednesday April 23, 2025",0,0,0.0,0.0,0.0,0.0,0,8,8,8,0,0,0,0,1,1,0.0,0.0,0.0,0,8,0,0,0,8,8,8,0,0,0,7,2,0.0,1,2,2,0,12,2,1,0,0,,,
Sebastiano Luperto,it ITA,CB,28-229,"Wednesday April 23, 2025",0,0,0.0,0.0,0.0,0.0,0,43,43,43,2,2,0,0,24,1,0.0,0.0,0.0,2,38,3,0,1,33,33,33,2,5,0,5,1,0.0,1,0,0,0,26,1,1,1,0,0.0,€4.00m,30.06.2028
Yerry Mina,co COL,CB,30-212,"Wednesday April 23, 2025",0,0,0.0,0.0,0.0,0.0,0,14,14,14,0,0,0,0,6,0,0.0,0.0,0.0,0,14,0,0,0,10,10,10,0,2,0,1,0,,0,0,0,0,8,0,1,0,0,,€3.00m,30.06.2028
Jose Luis Palomino,ar ARG,CB,35-108,"Wednesday April 23, 2025",0,0,0.0,0.0,0.0,0.0,0,35,35,35,1,1,0,0,16,3,0.0,0.0,0.0,2,34,1,0,0,32,32,32,0,1,0,1,0,,0,0,0,0,28,0,1,0,1,50.0,,
Gabriele Zappa,it ITA,CB,25-122,"Wednesday April 23, 2025",0,0,0.0,0.0,0.0,0.0,3,67,67,67,8,8,1,1,15,7,0.0,0.0,0.0,7,54,13,0,5,42,42,42,0,0,0,16,2,100.0,0,2,0,1,45,3,0,5,0,0.0,€4.00m,30.06.2030
Elia Caprile,it ITA,GK,23-241,"Wednesday April 23, 2025",0,0,0.0,0.0,0.0,0.0,0,35,35,35,0,0,0,0,18,7,0.0,0.0,0.0,0,27,8,0,0,32,32,32,0,0,0,0,0,,0,0,0,0,17,0,0,0,0,,€9.00m,30.06.2029
Lucas Beltran,ar ARG,FW,24-025,"Wednesday April 23, 2025",1,1,0.1,0.1,0.0,0.0,0,21,21,21,1,1,0,0,2,1,0.0,0.0,0.0,1,21,0,0,0,12,12,12,0,0,0,6,1,,0,0,2,3,25,5,1,0,2,66.7,€18.00m,30.06.2028
Nicolo Zaniolo,it ITA,FW,25-295,"Wednesday April 23, 2025",0,1,0.0,0.0,0.0,0.0,0,4,4,4,1,1,1,1,2,1,0.0,0.0,0.0,1,3,1,0,0,4,4,4,0,0,0,5,1,100.0,0,0,0,1,6,2,1,0,1,100.0,,
Albert Guðmundsson,is ISL,FW,27-312,"Wednesday April 23, 2025",0,1,0.2,0.2,0.0,0.0,3,42,42,42,3,3,2,2,15,1,0.0,0.0,0.0,2,40,2,0,1,35,35,35,0,0,0,13,3,66.7,1,2,5,1,44,8,1,1,0,0.0,€18.00m,30.06.2029
Nicolo Fagioli,it ITA,DM,24-070,"Wednesday April 23, 2025",0,0,0.0,0.0,0.3,0.3,2,17,17,17,0,0,0,0,3,1,0.3,0.3,0.0,0,16,1,0,0,13,13,13,0,1,0,3,0,0.0,1,0,3,1,17,1,0,0,1,100.0,€18.00m,30.06.2028
Amir Richardson,ma MAR,"DM,CM",23-089,"Wednesday April 23, 2025",0,0,0.0,0.0,0.0,0.0,0,9,9,9,1,1,0,0,1,2,0.0,0.0,0.0,0,9,0,0,0,9,9,9,0,1,0,0,0,,0,0,1,0,7,0,0,0,0,,€2.50m,30.06.2026
Amir Richardson,ma MAR,"DM,CM",23-089,"Wednesday April 23, 2025",0,0,0.0,0.0,0.0,0.0,0,9,9,9,1,1,0,0,1,2,0.0,0.0,0.0,0,9,0,0,0,9,9,9,0,1,0,0,0,,0,0,1,0,7,0,0,0,0,,€8.50m,30.06.2029
Danilo Cataldi,it ITA,"DM,CM",30-260,"Wednesday April 23, 2025",0,0,0.0,0.0,0.0,0.0,2,47,47,47,4,4,0,0,12,6,0.0,0.0,0.0,2,41,5,0,1,35,35,35,1,6,0,7,1,,0,0,0,0,33,2,0,1,1,100.0,€3.50m,30.06.2027
Rolando Mandragora,it ITA,DM,27-298,"Wednesday April 23, 2025",0,3,0.1,0.1,0.1,0.1,1,28,28,28,3,3,1,1,8,2,0.1,0.1,0.0,3,25,3,0,1,23,23,23,0,6,0,12,1,100.0,0,0,3,0,25,2,0,1,0,,€12.00m,30.06.2026
Michael Folorunsho,it ITA,"LM,DM",27-075,"Wednesday April 23, 2025",0,0,0.0,0.0,0.0,0.0,0,4,4,4,0,0,0,0,1,1,0.0,0.0,0.0,0,4,0,0,0,2,2,2,0,0,0,1,1,,0,0,1,0,4,1,1,0,0,,€6.00m,30.06.2026
Robin Gosens,de GER,WB,30-292,"Wednesday April 23, 2025",1,1,0.1,0.1,0.1,0.1,1,25,25,25,3,3,0,0,8,2,0.1,0.1,0.0,0,23,2,0,1,21,21,21,0,4,0,5,2,,0,0,1,0,21,3,0,1,0,0.0,€8.00m,30.06.2028
Fabiano Parisi,it ITA,"WB,LB",24-165,"Wednesday April 23, 2025",0,0,0.0,0.0,0.0,0.0,0,10,10,10,1,1,0,0,1,2,0.0,0.0,0.0,2,8,2,0,0,6,6,6,0,1,0,2,1,,0,2,1,0,6,0,2,0,0,,€6.00m,30.06.2028
Dodo,br BRA,"WB,RM",26-157,"Wednesday April 23, 2025",0,1,0.1,0.1,0.2,0.2,3,37,37,37,2,2,1,1,14,2,0.2,0.2,0.2,0,30,7,0,5,31,31,31,0,2,0,13,2,100.0,0,0,1,0,26,5,1,5,0,,€24.00m,30.06.2027
Luca Ranieri,it ITA,CB,26-000,"Wednesday April 23, 2025",0,0,0.0,0.0,0.0,0.0,1,72,72,72,4,4,0,0,24,10,0.0,0.0,0.1,6,69,3,0,0,61,61,61,0,9,0,2,0,,0,1,0,0,60,0,2,0,1,100.0,€12.00m,30.06.2028
Pietro Comuzzo,it ITA,"RB,CB",20-062,"Wednesday April 23, 2025",0,0,0.0,0.0,0.0,0.0,0,4,4,4,0,0,0,0,1,1,0.0,0.0,0.0,1,4,0,0,0,3,3,3,0,0,0,0,0,,0,0,0,0,3,0,0,0,0,,€25.00m,30.06.2029
Pablo Mari,es ESP,CB,31-235,"Wednesday April 23, 2025",0,0,0.0,0.0,0.0,0.0,0,42,42,42,1,1,0,0,29,2,0.0,0.0,0.0,1,39,3,0,0,38,38,38,0,19,0,0,0,,0,0,0,0,31,0,3,0,4,100.0,€3.50m,30.06.2027
Marin Pongracic,hr CRO,CB,27-224,"Wednesday April 23, 2025",0,0,0.0,0.0,0.0,0.0,1,57,57,57,7,7,2,2,32,14,0.0,0.0,0.0,2,51,6,0,0,51,51,51,0,4,0,1,0,100.0,0,2,0,0,43,0,3,0,0,0.0,€10.00m,30.06.2029
David de Gea,es ESP,GK,34-167,"Wednesday April 23, 2025",0,0,0.0,0.0,0.0,0.0,0,26,26,26,0,0,0,0,6,15,0.0,0.0,0.0,1,20,6,0,0,22,22,22,0,1,0,0,0,,0,0,0,0,12,0,0,0,0,,€5.00m,30.06.2028
AngeYoan Bonny,fr FRA,FW,21-180,"Wednesday April 23, 2025",0,2,0.3,0.3,0.0,0.0,1,11,11,11,1,1,1,1,4,0,0.0,0.0,0.0,0,10,1,0,0,7,7,7,0,2,0,6,2,50.0,0,1,1,3,9,0,0,0,2,50.0,€20.00m,30.06.2030
Pontus Almqvist,se SWE,FW,25-287,"Wednesday April 23, 2025",0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,1,0,1,0,0,0,0,,€2.50m,30.06.2027
Mateo Pellegrino,ar ARG,FW,24-053,"Wednesday April 23, 2025",1,2,0.1,0.1,0.1,0.1,1,11,11,11,1,1,0,0,0,1,0.1,0.1,0.0,1,11,0,0,0,6,6,6,0,3,0,15,3,0.0,1,1,5,3,21,1,1,0,9,64.3,€6.00m,30.06.2029
Dennis Man,ro ROU,FW,26-240,"Wednesday April 23, 2025",0,0,0.0,0.0,0.0,0.0,0,5,5,5,1,1,0,0,2,0,0.0,0.0,0.0,0,5,0,0,0,3,3,3,0,1,0,3,1,,0,1,1,1,5,1,0,0,0,,,
Simon Sohm,ch SUI,CM,24-012,"Wednesday April 23, 2025",0,1,0.1,0.1,0.0,0.0,3,21,21,21,2,2,0,0,6,2,0.0,0.0,0.0,1,21,0,0,0,16,16,16,0,2,0,9,1,,0,3,1,0,19,2,1,0,1,33.3,€5.00m,30.06.2030
Mandela Keita,be BEL,CM,22-348,"Wednesday April 23, 2025",0,0,0.0,0.0,0.0,0.0,0,31,31,31,2,2,1,1,18,3,0.0,0.0,0.0,4,30,1,0,0,31,31,31,0,1,0,4,0,50.0,1,0,1,0,23,0,0,0,0,,€12.00m,30.06.2029
Adrian Bernabe,es ESP,CM,23-332,"Wednesday April 23, 2025",0,0,0.0,0.0,0.0,0.0,0,6,6,6,0,0,0,0,3,0,0.0,0.0,0.0,0,6,0,0,0,5,5,5,0,1,0,0,0,,0,0,0,0,6,0,0,0,0,,€15.00m,30.06.2027
Nahuel Estevez,ar ARG,CM,29-160,"Wednesday April 23, 2025",0,0,0.0,0.0,0.3,0.3,1,23,23,23,0,0,0,0,8,2,0.3,0.3,0.2,0,18,5,0,6,14,14,14,0,3,0,7,0,,0,0,0,1,15,2,1,6,2,50.0,€2.00m,30.06.2026
Hernani,br BRA,CM,31-027,"Wednesday April 23, 2025",0,1,0.0,0.0,0.0,0.0,0,10,10,10,0,0,0,0,0,0,0.0,0.0,0.0,1,10,0,0,0,5,5,5,0,1,0,2,0,0.0,0,0,2,0,7,1,2,0,0,,€1.60m,30.06.2026
Emanuele Valeri,it ITA,WB,26-137,"Wednesday April 23, 2025",0,0,0.0,0.0,0.1,0.1,3,15,15,15,1,1,0,0,3,1,0.1,0.1,0.2,0,13,2,0,5,7,7,7,0,2,0,9,1,,0,0,2,0,8,3,3,5,1,50.0,€3.00m,30.06.2027
Enrico Del Prato,it ITA,"CB,WB",25-164,"Wednesday April 23, 2025",0,0,0.0,0.0,0.0,0.0,0,25,25,25,1,1,0,0,8,6,0.0,0.0,0.0,1,22,3,0,0,23,23,23,0,5,0,0,0,,0,0,0,0,20,0,0,0,0,0.0,,
Lautaro Valenti,ar ARG,CB,26-099,"Wednesday April 23, 2025",0,0,0.0,0.0,0.0,0.0,0,34,34,34,2,2,0,0,15,5,0.0,0.0,0.0,1,33,1,0,0,27,27,27,0,7,0,1,0,0.0,1,0,2,0,27,0,1,0,0,0.0,€1.50m,30.06.2027
Alessandro Vogliacco,it ITA,CB,26-221,"Wednesday April 23, 2025",0,0,0.0,0.0,0.0,0.0,0,6,6,6,0,0,0,0,3,0,0.0,0.0,0.0,0,6,0,0,0,6,6,6,0,0,0,0,0,,0,0,0,0,6,0,0,0,0,,€2.80m,30.06.2027
Antoine Hainaut,fr FRA,WB,23-064,"Wednesday April 23, 2025",0,0,0.0,0.0,0.0,0.0,0,14,14,14,0,0,0,0,9,0,0.0,0.0,0.0,0,8,6,0,1,11,11,11,0,6,0,8,0,0.0,1,0,1,1,8,1,0,1,0,0.0,,
Giovanni Leoni,it ITA,CB,18-123,"Wednesday April 23, 2025",0,0,0.0,0.0,0.0,0.0,0,41,41,41,0,0,0,0,23,7,0.0,0.0,0.0,1,38,2,0,0,35,35,35,1,7,0,0,0,,0,0,0,0,32,0,0,0,3,75.0,€7.00m,30.06.2026
